article_id,article_name
276,International Date Line
277,Iowa
278,Iranian Plateau
279,Jalisco
280,Jared Diamond
281,"Jersey City, New Jersey"
282,Kaikō ROV
283,Kansas
284,Kelantan
285,Key West/history
286,Kinmen
287,Klamath Mountains
288,Kuantan
289,Kuiper quadrangle
290,Kunyu Wanguo Quantu
291,Lacandon Jungle
292,Lake
293,Lake Baikal
294,Lake Parime
295,Land of Israel
296,Landscape ecology
297,Latin America
298,Latitude
299,Leonard Hussey
300,Liberty Island
301,Little Ice Age
302,Louisiana
303,"Lyndhurst, New Jersey"
304,Macau
305,Macedonia (region)
306,Maghreb
307,Maine
308,Malacca
309,Map projection
310,Map series
311,Mapillary
312,Maryland
313,Matsu Islands
314,Mediterranean Sea
315,Meridian arc
316,Mesoamerica
317,Mexico City
318,Mexico–United States border
319,Michigan
320,Midwestern United States
321,Mirza
322,Mississippi
323,Missouri
324,Moldavia
325,Mont-Saint-Bruno National Park
326,Montana
327,Monti della Laga
328,Mount Elkins
329,Mount Horeb
330,Mount Keira
331,Muhammad al-Idrisi
332,Muhammad ibn Musa al-Khwarizmi
333,Muslim world
334,Names of the Levant
335,Nanyang (region)
336,Narragansett Bay
337,Nevada
338,Never Summer Mountains
339,New England
340,New Hampshire
341,New Mexico
342,North Carolina
343,North Dakota
344,North India
345,North Sea
346,North West England
347,Northeast China
348,Northeast India
349,Northern California
350,Northern Cordilleran Volcanic Province
351,Northern Oregon Coast Range
352,"Northvale, New Jersey"
353,"Norwood, New Jersey"
354,Ocean
355,Ocean Networks Canada
356,Ocean acidification
357,Ochoco Mountains
358,Ohio
359,Ojos del Salado
360,Onomasticon (Eusebius)
361,OpenStreetMap
362,Oregon
363,Oregon Coast Range
364,Outburst flood
365,Ozarks
366,Pacific Northwest
367,Pahang
368,Pashtunistan
369,"Pavonia, New Netherland"
370,Pazardzhik Province
371,Pei Xiu
372,Perak
373,Persian Gulf
374,Plovdiv
375,Prince Albert National Park
376,Punjab
377,Querétaro
378,Remote sensing (geology)
379,Rhode Island
380,"River Vale, New Jersey"
381,"Rockleigh, New Jersey"
382,Rocky Mountains
383,"Roseland, New Jersey"
384,Ruthenia
385,"Rutherford, New Jersey"
386,SOAS University of London
387,Sabin Manuilă
388,Sahara
389,Sakhalin
390,Salish Sea
391,Samuel Fritz
392,Saxony
393,Scandinavia
394,Scythia
395,Sediment transport
396,Selva Zoque
397,Shanghai
398,Shanxi
399,Shirvan
400,Siberia
401,Sicily
402,Sierra Madre Occidental
403,Sierra Nevada (U.S.)
404,Sinai Peninsula
405,South Asia
406,South Carolina
407,South China Sea
408,South East England
409,South Waziristan
410,South West England
411,Southeast Asia
412,Southern Italy
413,Southern Ocean
414,Southern Rocky Mountain Front
415,Southern Rocky Mountains
416,Southern United States
417,Southwestern United States
418,Stereographic projection
419,Strait of Magellan
420,Subantarctic
421,Suburb
422,Taihoku Prefecture
423,Tennessee
424,Territorial claims in the Arctic
425,Tibet
426,Transjordan (region)
427,Transylvania
428,Travel visa
429,Treaty of Tordesillas
430,Tri-state water dispute
431,Unicoi Mountains
432,Upland South
433,Upper Reka
434,Utah
435,Varna Province
436,Vermont
437,Vinland map
438,Virtual globe
439,Volcanology of Canada
440,"Wallington, New Jersey"
441,Wallonia
442,Wallowa Mountains
443,Wan Chai
444,Warner Valley
445,Washington (state)
446,West Texas
447,West Virginia
448,Western Ghats
449,Western United States
450,Westland temperate rainforests
451,Wisconsin
452,Worldwide energy supply
453,Wyoming
454,Xinjiang
455,Yenisei River
456,Yukon
457,Yunnan
458,ZAD de Notre-Dame-des-Landes
459,Zacatecas
460,Zagros Mountains
461,Zamfir Arbore
462,Zugspitze
463,10th National Geographic Bee
464,11th National Geographic Bee
465,12th National Geographic Bee
466,13th National Geographic Bee
467,14th National Geographic Bee
468,15th National Geographic Bee
469,16th National Geographic Bee
470,17th National Geographic Bee
471,18th National Geographic Bee
472,19th National Geographic Bee
473,1st National Geographic Bee
474,20th National Geographic Bee
475,21st National Geographic Bee
476,22nd National Geographic Bee
477,23rd National Geographic Bee
478,24th National Geographic Bee
479,25th National Geographic Bee
480,25zero
481,26th National Geographic Bee
482,27th National Geographic Bee
483,28th National Geographic Bee
484,2nd National Geographic Bee
485,3rd National Geographic Bee
486,4th National Geographic Bee
487,5th National Geographic Bee
488,6th National Geographic Bee
489,7th National Geographic Bee
490,8th National Geographic Bee
491,9th National Geographic Bee
492,ABISMO
493,ANZAC Cove
494,Abraham Ortelius
495,Aconcagua
496,Address
497,Adirondack Mountains
498,Aksai Chin
499,Al-Maqdisi
500,Al-Masudi
501,Al-Qassim Region
502,Albert Demangeon
503,Alberta Coal Branch
504,Alcohol-free zone
505,Allison Glacier (Heard Island)
506,Alps
507,Altai Mountains
508,Altitude
509,American (word)
510,American Geographical Society
511,Americanization
512,Americas
513,Anatolia
514,Andes
515,Animal geography
516,Anthony de la Roché
517,Antofagasta de la Sierra
518,Anton Friedrich Büsching
519,Antsirabe
520,Apennine Mountains
521,Appalachia
522,Appalachian Mountains
523,Apple Island (Michigan)
524,Arable land
525,Aralar Range
526,Arbuckle Mountains
527,Arctic Circle
528,Arctic exploration
529,Area C (West Bank)
530,Argo (oceanography)
531,Asia
532,Assateague Island
533,Australia (continent)
534,Azerbaijan (Iran)
535,Baden-Württemberg
536,Baillie-Grohman Canal
537,Baja California
538,Bald Eagle Mountain
539,Balkans
540,Bangka Island (North Sulawesi)
541,Barents Sea
542,Basin and Range Province
543,Batu Pahat (town)
544,Batu Pahat District
545,Baudissin Glacier
546,Bavaria
547,Bay Meadows (neighborhood)
548,Bay of Bengal
549,Bayan-Ölgii Province
550,Bayankhongor Province
551,Belarus–Ukraine border
552,Benue State
553,Berlin Wall
554,Berlin–Hamburg Railway
555,Bible Belt
556,Bingen Forest
557,Binoculars
558,Biodiversity loss
559,Black Belt (U.S. region)
560,Black Hills
561,Black Mountains (North Carolina)
562,Black Sea
563,Blagoevgrad Province
564,Blue Mountains (New South Wales)
565,Blue Ridge Mountains
566,Blue iceberg
567,Bogotá savanna
568,Border Region
569,Borders of the oceans
570,Bosnia (region)
571,Bosporus
572,Boundaries between the continents of Earth
573,Boura Mountains
574,Brandenburg
575,Brazilians
576,British Virgin Islands
577,Brown Glacier
578,"Buckman, New Mexico"
579,Caballo Mountains
580,"Cabo Corrientes, Mar del Plata"
581,Calabria
582,Canadian Arctic tundra
583,Canadian Shield
584,Canal des Pangalanes
585,Canton of Aargau
586,Canton of Geneva
587,Canton of Jura
588,Canton of Lucerne
589,Canton of Schaffhausen
590,Canton of Solothurn
591,Canton of Zürich
592,Cantons of Switzerland
593,Cape York Peninsula
594,Cappadocia
595,Cardinal direction
596,Caribbean
597,Carlos Ibáñez e Ibáñez de Ibero
598,"Carlstadt, New Jersey"
599,Carpathian Mountains
600,Cartogram
601,Caspian Sea
602,Castle Mona
603,Catskill Mountains
604,Caucasus
605,Caucasus Mountains
606,Causes of landslides
607,Cedar Lake (California)
608,Celtic Sea
609,Central America
610,Central Asia
611,Central Eastern Alps
612,Central Europe
613,Cerro Torre
614,Chagos Archipelago
615,Challenger Deep
616,Challenger Glacier
617,Changhua County
618,Chhattisgarh
619,China–Kazakhstan border
620,Chota Nagpur Plateau
621,Christina Dodwell
622,Circle of latitude
623,Circumnavigation
624,Cirque
625,Classic of Mountains and Seas
626,Clayoquot Sound
627,"Clifton, New Jersey"
628,"Climate: Long range Investigation, Mapping, and Prediction"
629,Climate change
630,Climatology
631,Cloppenburg Museum Village
632,Coast
633,Coastal erosion in Louisiana
634,"Coatetelco, Morelos"
635,Col du Corbier
636,Columbus's letter on the first voyage
637,Communipaw
638,Compton Glacier
639,Continental Divide of the Americas
640,Continental margin
641,Contour line
642,Coolnashinny
643,Copper Canyon
644,Coral Triangle
645,Corinna Hawkes
646,Cosmographia (Sebastian Münster)
647,Cotai Strip
648,Countries dependent on the Bay of Bengal
649,Cretaceous Thermal Maximum
650,Culture of the Southern United States
651,Cycle of erosion
652,Dalmatia
653,Danish exonyms
654,Darreh Shahr
655,David Harvey
656,David Linton (geographer)
657,Daylight saving time by country
658,Deacock Glacier
659,Deception Island
660,Delaware Water Gap
661,Demid Pyanda
662,Demographic history of Macedonia
663,Demographics of Afghanistan
664,Demographics of Africa
665,Demographics of Europe
666,Demographics of Germany
667,Demographics of Greece
668,Demographics of India
669,Demographics of Oceania
670,Demographics of Ukraine
671,Demography
672,Demography of Australia
673,Demography of the Netherlands
674,Denning (Munich)
675,Desert Wind Farm
676,Desertification
677,Digital Earth
678,Dinaric Alps
679,"Disert, Tullyhunco"
680,District (Taiwan)
681,Divankhana (Shirvanshah's Palace)
682,Dobruja
683,Don A. Jones
684,"Dongyin, Lienchiang"
685,Donner Pass
686,Downes Glacier
687,Dragon's Tail (peninsula)
688,Drainage basin
689,Dudum siquidem
690,Dune
691,Ealey Glacier
692,Earth's circumference
693,East Africa
694,East London
695,"East Newark, New Jersey"
696,"East Rutherford, New Jersey"
697,East Texas
698,Eastern Europe
699,Eastern Ghats
700,Eastern Highlands
701,Eastern Himalaya
702,"Eastern Region, Nigeria"
703,Eastern salient of Java
704,Edgewater Branch
705,Edmund Weaver (astronomer)
706,Ein Avdat
707,Elina González Acha de Correa Morales
708,English Channel
709,English exonyms
710,Epirus
711,Eratosthenes
712,Estate map
713,Exchange Place (Jersey City)
714,Exclusive economic zone of North Korea
715,Fertile Crescent
716,Fiftyone Glacier
717,Finger Lakes
718,Fitz Roy
719,Flat Earth
720,Flatwoods
721,Fletcher's Ice Island
722,Flood control
723,Floodplain
724,Fluvial terrace
725,Fontaine de Vaucluse (spring)
726,Foodshed
727,Footpaths of Gibraltar
728,Forests of Kosovo
729,Fort Wilhelmus
730,Fortuna Glacier
731,Four continents
732,Franconian Heights
733,Fraser's Hill
734,Fraser Canyon
735,Fred B. Kniffen
736,Fresh water
737,Fringing reef
738,Friuli
739,"Fujian Province, Republic of China"
740,Furus
741,GIS in environmental contamination
742,Gabrovo Province
743,Gallipoli
744,Galveston Bay
745,Gamburtsev Mountain Range
746,Gansu
747,Genting Highlands
748,Geocode
749,Geocoding
750,Geodesy
751,Geodetic datum
752,Geographic coordinate system
753,Geographic information system
754,Geographical distance
755,Geographical midpoint of Europe
756,Geography
757,Geography Cup
758,Geography and wealth
759,Geography of Andorra
760,Geography of Angola
761,Geography of Asia
762,Geography of Atlanta
763,Geography of Australia
764,Geography of Bangladesh
765,Geography of Chad
766,Geography of Egypt
767,Geography of Europe
768,Geography of France
769,Geography of Franz Josef Land
770,Geography of Ghana
771,Geography of Greenland
772,Geography of Hong Kong
773,Geography of Hunan
774,Geography of Indonesia
775,Geography of Japan
776,Geography of Jordan
777,Geography of Kosovo
778,Geography of Kyrgyzstan
779,Geography of Libya
780,Geography of Madagascar
781,Geography of Mauritania
782,Geography of Mexico
783,Geography of New York (state)
784,Geography of Niger
785,Geography of North America
786,Geography of Oman
787,Geography of Portugal
788,Geography of Romania
789,Geography of Rwanda
790,Geography of Somalia
791,Geography of South Africa
792,Geography of South America
793,Geography of Taiwan
794,Geography of Turkmenistan
795,Geography of Uzbekistan
796,Geography of Vietnam
797,Geography of disability
798,Geography of finance
799,Geography of the British Indian Ocean Territory
800,Geography of the United States
801,Geoid
802,Geology of the North Sea
803,Geomorphology
804,Geopolitical ontology
805,George Washington Bridge Plaza
806,Geospatial metadata
807,Getty Thesaurus of Geographic Names
808,Gildersleeve Mountain
809,Glières Plateau
810,Globe Museum
811,Gobi Desert
812,Goiás
813,Golden Horseshoe
814,Gotley Glacier
815,Graian Alps
816,Grassland
817,Great Barrier Reef
818,Great Dividing Range
819,Great Himalaya Trails
820,Great Himalayas
821,Great Lakes Megalopolis
822,Great Lakes region
823,Great Palm Island
824,"Groton, Connecticut"
825,Grouse Mountain
826,Großes Wiesbachhorn
827,Guaitecas Archipelago
828,Guangdong
829,Gulf of Fonseca
830,Gulf of Maine
831,Gulf of Mexico
832,"Hackensack, New Jersey"
833,Hadal zone
834,Halifax River
835,Haplogroup G (Y-DNA) by country
836,Harley D. Nygren
837,"Harrington Park, New Jersey"
838,"Harrison, New Jersey"
839,Harsimus
840,Hartford–Springfield
841,Hartman Reserve Nature Center
842,Harzer Wandernadel
843,Havana on the Hudson
844,Haversine formula
845,Hellgate Canyon
846,Hengchun
847,Henry Testot-Ferry
848,Herzegovina
849,Hesse
850,Heterotopia (space)
851,Hill
852,Hills in the Puget Lowland
853,Himalayas
854,Hindi
855,Hindu Kush
856,Hindustan
857,Hindustani language
858,Historical immigration to Great Britain
859,History of geodesy
860,History of geography
861,History of human settlement in the Ural Mountains
862,Holocene climatic optimum
863,Holy Land
864,Hualien County
865,Hudson Bay
866,Hudson Waterfront
867,Huehuetenango Department
868,Hugh Robert Mill
869,Human geography
870,Human overpopulation
871,Human trafficking in the Middle East
872,Hydrological transport model
873,Hydrology
874,Hydrosphere
875,Iberian Peninsula
876,Ilaq
877,Illyria
878,Immigrant health care in the United States
879,Immigration
880,Immigration to Europe
881,Immigration to Vietnam
882,Indian Ocean
883,Indian subcontinent
884,Indo-Gangetic Plain
885,Indonesia–Singapore border
886,Inner Mongolia
887,Inner Terai Valleys of Nepal
888,Inselberg
889,Instruction on transliteration of Belarusian geographical names with letters of Latin script
890,Iron Range
891,Isan
892,Island
893,Istria
894,Italy–Switzerland border
895,James C. Tison Jr.
896,Jeneberang River
897,Jiangsu
898,Jilin
899,John Harrison
900,John Muir Trail
901,Journal Square
902,Juba County
903,Judea
904,"Juguang, Lienchiang"
905,Julie Michelle Klinger
906,Kamchatka Peninsula
907,Kamchia (biosphere reserve)
908,Karakoram
909,Karimata Strait
910,Karoo
911,Kathgola
912,Kazakhstan–Uzbekistan border
913,"Kearny, New Jersey"
914,Kentucky
915,Keta Lagoon
916,Kimberley (Western Australia)
917,"Kings Square, Fremantle"
918,Kitzbühel Alps
919,Klang (city)
920,Kluang (town)
921,Kopili Hydro Electric Project
922,Korea
923,Kota Bharu
924,Kotlassky District
925,Krasnoborsky District
926,Kreuzberg (Tempelhofer Berge)
927,Kukherd
928,Lake Minchin
929,Lake Tanganyika
930,"Lambertville, New Jersey"
931,Land
932,Land's End to John o' Groats
933,Land of Goshen
934,Land surface effects on climate
935,Last Glacial Maximum
936,Latitudinal gradients in species diversity
937,"Lebanon, Connecticut"
938,Lebrija River
939,Lehrter Straße
940,Levan Maruashvili
941,Lied Glacier
942,Location-based service
943,Location of Earth
944,Lombardy
945,Long Island Sound
946,Longitude
947,Longshore drift
948,Lower Saxony
949,Lwandle Plate
950,MMA Club
951,Mainland China
952,Maja Jezercë
953,Major explorations after the Age of Discovery
954,Majorcan cartographic school
955,Manchuria
956,Map
957,Map collection
958,Map projection of the tri-axial ellipsoid
959,Mappa mundi
960,Mapping of Venus
961,Margiana
962,Mariana Trench
963,Marine isotope stage
964,Maritime boundary
965,Maritime history
966,Mason–Dixon line
967,Matthew Fontaine Maury
968,Mausoleums of Aghbil
969,Meander
970,Mecklenburg-Vorpommern
971,Mediterranean climate
972,Melkhoutboom Cave
973,Mercator projection
974,Mesopotamia
975,Međimurje County
976,Miaoli County
977,Middle East
978,Middle Hill (Gibraltar)
979,Middle Yandang Mountains
980,Military Casino of Timișoara
981,Military geography
982,Mining in the Upper Harz
983,Mir Samir
984,Moesia
985,Moesia Prima
986,Molise
987,Mont Pilat
988,Mount Carmel
989,Mount Fairweather
990,Mount Katahdin
991,Mount Logan
992,Mount Royal
993,Mount Rundle
994,Mount Zion
995,Mountain
996,Mountain states
997,Muar (town)
998,Mudflat
999,Murray–Darling basin
1000,México Indígena
1001,Napier Mountains
1002,National Geographic Bee
1003,National Geographic Society
1004,National park
1005,Natural borders of France
1006,Natural resource
1007,Nautical chart
1008,Nebraska
1009,Negombo
1010,Nevado Tres Cruces
1011,New Jersey
1012,New World
1013,New York (state)
1014,Newark Bay
1015,Nibelungensteig
1016,Nigel Thrift
1017,Nishapur
1018,Nizhnetoyemsky Selsoviet
1019,Nordic countries
1020,Norman toponymy
1021,North Africa
1022,North America
1023,North American Cordillera
1024,North Britain
1025,North Cascades
1026,North East England
1027,North Florida
1028,North Rhine-Westphalia
1029,North Shore Mountains
1030,Northeastern coastal forests
1031,Northwest Angle
1032,Northwestern Europe
1033,North–South divide
1034,OGC GeoSPARQL
1035,Occidentalism
1036,Occitania
1037,Oceania
1038,Oderteich
1039,Ojo de Liebre Lagoon
1040,Old Cathedral of Salvador
1041,Olympic Mountains
1042,Orient
1043,Origin of the name California
1044,Outline of Algeria
1045,Outline of Angola
1046,Outline of Burkina Faso
1047,Outline of Burundi
1048,Outline of Cameroon
1049,Outline of Cape Verde
1050,Outline of Chad
1051,Outline of Ghana
1052,Outline of Guinea
1053,Outline of Ivory Coast
1054,Outline of Liberia
1055,Outline of Mali
1056,Outline of Mauritania
1057,Outline of Morocco
1058,Outline of Niger
1059,Outline of Nigeria
1060,Outline of Senegal
1061,Outline of Sierra Leone
1062,Outline of Sudan
1063,Outline of Togo
1064,Outline of Western Sahara
1065,Outline of the Central African Republic
1066,Outline of the Gambia
1067,Pacific Ocean
1068,Paleoclimatology
1069,Paleocontinent
1070,Palos Verdes Peninsula
1071,Pangaea
1072,Paraná Basin
1073,Paratethys
1074,"Passaic, New Jersey"
1075,"Paterson, New Jersey"
1076,Pearl River Delta
1077,Pelagic zone
1078,Peloponnese
1079,Penghu
1080,Pennines
1081,Pennsylvania
1082,Phylogeography
1083,Piedmont
1084,"Pine Valley, New Jersey"
1085,Pingtung County
1086,Piz Bernina
1087,Pizzo Coca
1088,Place names considered unusual
1089,Plaza Mariachi Music City
1090,Plön Castle
1091,"Point Roberts, Washington"
1092,Points-based immigration system
1093,Points of the compass
1094,Pontus (region)
1095,"Popash, Florida"
1096,Portage Escarpment
1097,Prekmurje
1098,President Abraham Lincoln Hotel
1099,Prime meridian
1100,Prokletije
1101,Promised Land
1102,Province of Canada
1103,Provinces of Italy
1104,Proxy (climate)
1105,Ptolemy
1106,Puerto Rican immigration to Hawaii
1107,Pyrenees
1108,Qabala
1109,Quadripoint
1110,Quetzaltenango Department
1111,Quintana Roo
1112,RAF Husbands Bosworth
1113,Ranau District
1114,Randers Fjord
1115,Razboishte Monastery
1116,Račna Karst Field
1117,Red River Gorge
1118,Red Sea
1119,Regio Patalis
1120,Region
1121,Regions of England
1122,Regions of France
1123,Rennsteig
1124,Republic of Ireland–United Kingdom border
1125,Rhineland-Palatinate
1126,Ridgewood Historic District
1127,Rippon Glacier
1128,River
1129,River engineering
1130,Rock of Gibraltar
1131,Rock of Solutré
1132,Romkerhall
1133,Royal Scottish Geographical Society
1134,Rumeshkan County
1135,Rust Belt
1136,Saarland
1137,Saguenay Fjord National Park
1138,Sahel
1139,Sailing stones
1140,Saint Lawrence River
1141,Saldanha Bay
1142,Samaria
1143,Samborombón Bay
1144,Samuel Purchas
1145,Sangre de Cristo Mountains
1146,Sarah Whatmore (geographer)
1147,Sardinia
1148,Satellite geodesy
1149,Satellite navigation
1150,Sawtooth Range (Idaho)
1151,Saxon Switzerland
1152,Saxony-Anhalt
1153,Scale (map)
1154,Scandinavian Peninsula
1155,Schleswig-Holstein
1156,Schmidt Glacier (Heard Island and McDonald Islands)
1157,Scotch Run (Black Creek tributary)
1158,Scottish Highlands
1159,Sea of Azov
1160,Sea of Japan
1161,Sebastian Finsterwalder
1162,"Secaucus, New Jersey"
1163,Segestan thermal baths
1164,"Semnan, Iran"
1165,Sense of place
1166,Seremban
1167,Seto Inland Sea
1168,Seven Summits
1169,Shawangunk Ridge
1170,Shenzhen
1171,Shooters Island
1172,Sichuan Basin
1173,Side-scan sonar
1174,Sierra de Guadarrama
1175,Slough (hydrology)
1176,Snake Island (Black Sea)
1177,Social science
1178,Solar irradiance
1179,South America
1180,South Australian wine
1181,South Florida
1182,South Pole
1183,Southern Alps
1184,Southern Cone
1185,Southern Oregon Coast Range
1186,Southwest Virginia
1187,Southwestern Oklahoma
1188,Spatial analysis
1189,Spatial database
1190,Spit (landform)
1191,Sputnik Planitia
1192,St. Mary's Catholic Church (Los Angeles)
1193,"St. Peter Catholic Church (Montgomery, Alabama)"
1194,"St Alban's, Five Dock"
1195,Statistical geography
1196,Stephenson Glacier
1197,"Stonington, Connecticut"
1198,Strait of El Río
1199,Strait of Gibraltar
1200,Stroke Belt
1201,Sub-Saharan Africa
1202,Subglacial lake
1203,Subtropics
1204,Sungai Petani
1205,Swan Coastal Plain
1206,Swiss Alps
1207,Syria (region)
1208,Taconic Mountains
1209,Taichū Prefecture
1210,Taiga
1211,Tainan Prefecture
1212,Taitung County
1213,Tamsui District
1214,Tatra Mountains
1215,"Tavistock, New Jersey"
1216,Tectonic–climatic interaction
1217,Teluk Intan
1218,Temerloh
1219,Terai
1220,Territorial disputes in the Persian Gulf
1221,"Teterboro, New Jersey"
1222,The Bruun Rule
1223,The Californias
1224,The impact of geography on colonial America
1225,Thessaly
1226,Thrace
1227,Thuringia
1228,Tianjin
1229,Tilden School for Teaching Health
1230,Tomb of Wang Jian
1231,Topographic map
1232,Topographical poetry
1233,Topography of Croatia
1234,"Town Hall, Coimbatore"
1235,Transjordan in the Bible
1236,Transnistria (geographical region)
1237,Transpacific crossing
1238,Transverse Mercator projection
1239,Trentino-Alto Adige/Südtirol
1240,Triangulation (surveying)
1241,Tropic of Cancer
1242,Tropic of Capricorn
1243,Tropical Asia
1244,Tseax Cone
1245,Tulang Bawang River
1246,Tumba-Ngiri-Maindombe
1247,Tunnel Mountain
1248,Tuscany
1249,Uluru
1250,Unkar Group
1251,Upernavik Archipelago
1252,Upper Harz Water Regale
1253,Upstate New York
1254,Ural Mountains
1255,Urbanism
1256,Uvs Province
